Date,Withdrawal_Amount
12/11/2022,8729.113033
12/12/2022,5516.621746
12/13/2022,5508.023014
12/14/2022,6612.668691
12/15/2022,13803.86289
12/16/2022,8502.023369
12/17/2022,6270.174128
12/18/2022,3945.864995
12/19/2022,6279.651216
12/20/2022,4355.737861
12/21/2022,2770.471674
12/22/2022,3670.877635
12/23/2022,2204.212005
12/24/2022,6539.36385
12/25/2022,6258.27028
12/26/2022,9490.310827
12/27/2022,8491.435821
12/28/2022,6953.128429
12/29/2022,3818.121375
12/30/2022,9617.469411
12/31/2022,6987.559708
1/1/2023,8145.970273
1/2/2023,3182.232804
1/3/2023,6097.230642
1/4/2023,3687.144423
1/5/2023,4438.658133
1/6/2023,4298.894204
1/7/2023,11416.44965
1/8/2023,8981.386853
1/9/2023,5904.177406
1/10/2023,2810.927769
1/11/2023,8993.4729
1/12/2023,5259.856764
1/13/2023,4542.242395
1/14/2023,2973.081644
1/15/2023,6331.723776
1/16/2023,3937.53175
1/17/2023,6080.354381
1/18/2023,6283.720678
1/19/2023,7285.39864
1/20/2023,2601.663391
1/21/2023,3244.303713
1/22/2023,10699.98766
1/23/2023,7007.948567
1/24/2023,7828.267359
1/25/2023,6944.122516
1/26/2023,5636.254906
1/27/2023,1955.036374
1/28/2023,5977.565855
1/29/2023,7461.788559
1/30/2023,10842.13169
1/31/2023,2972.965848
2/1/2023,10351.53003
2/2/2023,5709.615738
2/3/2023,8398.601927
2/4/2023,8071.973452
2/5/2023,10551.7141
2/6/2023,6220.739806
2/7/2023,4429.8926
2/8/2023,2004.35781
2/9/2023,7128.604589
2/10/2023,5495.702142
2/11/2023,10631.1671
2/12/2023,11160.84365
2/13/2023,2314.909616
2/14/2023,4642.070696
2/15/2023,13091.55686
2/16/2023,6815.634396
2/17/2023,7460.355165
2/18/2023,6792.512062
2/19/2023,8803.582835
2/20/2023,8686.167125
2/21/2023,3531.661291
2/22/2023,3515.570513
2/23/2023,9967.520911
2/24/2023,3080.937368
2/25/2023,5401.580298
2/26/2023,6648.900261
2/27/2023,5362.819505
2/28/2023,7429.52095
3/1/2023,14073.37699
3/2/2023,7520.281286
3/3/2023,3149.683212
3/4/2023,7737.849534
3/5/2023,8887.170983
3/6/2023,4899.752599
3/7/2023,3377.663532
3/8/2023,6209.327018
3/9/2023,5077.868577
3/10/2023,9327.924561
3/11/2023,9026.45253
3/12/2023,5108.07658
3/13/2023,4032.337396
3/14/2023,4343.086651
3/15/2023,6204.485546
3/16/2023,4709.174269
3/17/2023,7481.277795
3/18/2023,9319.00308
3/19/2023,6964.803174
3/20/2023,10082.48539
3/21/2023,7684.457537
3/22/2023,3071.476804
3/23/2023,6328.694185
3/24/2023,5550.37746
3/25/2023,12057.06433
3/26/2023,3629.252652
3/27/2023,4811.313718
3/28/2023,2493.363514
3/29/2023,5778.972051
3/30/2023,12162.07926
3/31/2023,3982.951704
4/1/2023,8030.823934
4/2/2023,9015.221467
4/3/2023,3009.677034
4/4/2023,6546.282066
4/5/2023,2584.833965
4/6/2023,6075.671646
4/7/2023,3459.491107
4/8/2023,6292.293623
4/9/2023,6643.344905
4/10/2023,7951.467034
4/11/2023,9951.352566
4/12/2023,9268.941076
4/13/2023,7783.032099
4/14/2023,9170.699644
4/15/2023,12891.65597
4/16/2023,11662.44504
4/17/2023,4483.897918
4/18/2023,9705.724994
4/19/2023,7417.133353
4/20/2023,6621.686522
4/21/2023,9401.66938
4/22/2023,11798.67088
4/23/2023,6889.844973
4/24/2023,3873.922611
4/25/2023,2794.171803
4/26/2023,5539.96063
4/27/2023,3962.608745
4/28/2023,10253.29069
4/29/2023,5621.943168
4/30/2023,3533.392211
5/1/2023,10012.80069
5/2/2023,4528.561652
5/3/2023,7296.300484
5/4/2023,6435.259964
5/5/2023,3450.059739
5/6/2023,6773.637081
5/7/2023,9962.646761
5/8/2023,3562.119234
5/9/2023,7067.26488
5/10/2023,3039.084196
5/11/2023,5051.767664
5/12/2023,6825.40114
5/13/2023,3973.894914
5/14/2023,10954.32579
5/15/2023,8308.489825
5/16/2023,6048.926659
5/17/2023,5452.255853
5/18/2023,3994.685192
5/19/2023,5734.60167
5/20/2023,4345.230121
5/21/2023,5905.921253
5/22/2023,7940.994327
5/23/2023,4501.94584
5/24/2023,7993.877348
5/25/2023,4295.683367
5/26/2023,7411.302577
5/27/2023,8582.224848
5/28/2023,5075.316825
5/29/2023,7622.520471
5/30/2023,14385.80141
5/31/2023,8116.977948
6/1/2023,4580.211325
6/2/2023,9500.0376
6/3/2023,8162.84924
6/4/2023,11443.96878
6/5/2023,3208.978673
6/6/2023,6835.624842
6/7/2023,7799.234509
6/8/2023,6114.350523
6/9/2023,8733.094439
6/10/2023,4808.65962
6/11/2023,9342.33955
6/12/2023,9439.37069
6/13/2023,6250.747977
6/14/2023,7626.784869
6/15/2023,14335.16872
6/16/2023,2833.774054
6/17/2023,11280.68706
6/18/2023,8065.860158
6/19/2023,3175.117638
6/20/2023,6203.840553
6/21/2023,7277.401486
6/22/2023,6765.827967
6/23/2023,9373.375354
6/24/2023,9904.435806
6/25/2023,3709.247843
6/26/2023,5805.911185
6/27/2023,6539.378306
6/28/2023,8418.169564
6/29/2023,2073.94871
6/30/2023,12535.01547
7/1/2023,6891.311265
7/2/2023,2768.897385
7/3/2023,7300.759912
7/4/2023,2927.582799
7/5/2023,3051.137248
7/6/2023,5398.734871
7/7/2023,5028.981327
7/8/2023,3996.627683
7/9/2023,9714.680818
7/10/2023,5317.460921
7/11/2023,9183.479619
7/12/2023,9540.115077
7/13/2023,4967.645534
7/14/2023,8056.144376
7/15/2023,16534.50026
7/16/2023,9183.886581
7/17/2023,2649.473629
7/18/2023,6294.058632
7/19/2023,3270.858141
7/20/2023,4158.821612
7/21/2023,7716.735327
7/22/2023,5295.803901
7/23/2023,9512.445339
7/24/2023,6236.276468
7/25/2023,3628.512039
7/26/2023,4490.121373
7/27/2023,3981.410361
7/28/2023,8204.489929
7/29/2023,3025.078184
7/30/2023,9896.123207
7/31/2023,10052.75662
8/1/2023,2932.666294
8/2/2023,2151.896713
8/3/2023,2221.441066
8/4/2023,7708.286267
8/5/2023,2622.334151
8/6/2023,2736.665351
8/7/2023,3958.759809
8/8/2023,8542.730243
8/9/2023,2102.135575
8/10/2023,4103.161517
8/11/2023,9738.517483
8/12/2023,5611.874815
8/13/2023,10166.1319
8/14/2023,4362.904035
8/15/2023,13410.26043
8/16/2023,7429.251054
8/17/2023,5187.500954
8/18/2023,2555.718118
8/19/2023,8594.913891
8/20/2023,11035.53319
8/21/2023,7487.200582
8/22/2023,5606.884097
8/23/2023,5262.58641
8/24/2023,7380.154632
8/25/2023,6114.734457
8/26/2023,6400.259177
8/27/2023,5223.660189
8/28/2023,8217.928264
8/29/2023,4323.340932
8/30/2023,7052.041239
8/31/2023,3487.77616
9/1/2023,13797.12393
9/2/2023,6923.786189
9/3/2023,7907.991814
9/4/2023,4923.858516
9/5/2023,3495.262994
9/6/2023,3069.226105
9/7/2023,8810.077494
9/8/2023,6611.584712
9/9/2023,3823.536629
9/10/2023,6280.471921
9/11/2023,6478.547554
9/12/2023,2284.163294
9/13/2023,8326.583689
9/14/2023,7558.850476
9/15/2023,8599.389089
9/16/2023,11148.96431
9/17/2023,12215.79416
9/18/2023,4172.159763
9/19/2023,10122.4752
9/20/2023,8617.572007
9/21/2023,6337.441297
9/22/2023,7802.401534
9/23/2023,4306.63206
9/24/2023,4804.079293
9/25/2023,8136.059198
9/26/2023,5852.650127
9/27/2023,4751.422284
9/28/2023,4958.81654
9/29/2023,6039.004067
9/30/2023,15918.11846
10/1/2023,10784.42897
10/2/2023,5037.330499
10/3/2023,4848.922019
10/4/2023,2436.524727
10/5/2023,4053.252379
10/6/2023,1892.77411
10/7/2023,11672.4319
10/8/2023,9395.178074
10/9/2023,2944.191783
10/10/2023,3763.839775
10/11/2023,8571.730016
10/12/2023,6664.607966
10/13/2023,7447.564284
10/14/2023,10225.19194
10/15/2023,18074.15795
10/16/2023,8048.595583
10/17/2023,3610.772237
10/18/2023,4554.265711
10/19/2023,7946.546329
10/20/2023,3923.89939
10/21/2023,8219.523541
10/22/2023,11367.93205
10/23/2023,2616.068494
10/24/2023,3053.188111
10/25/2023,7022.514394
10/26/2023,1964.392222
10/27/2023,9032.701648
10/28/2023,3274.369564
10/29/2023,2207.519672
10/30/2023,8475.700693
10/31/2023,7198.728592
11/1/2023,14591.51936
11/2/2023,6117.284342
11/3/2023,1634.612357
11/4/2023,7734.138508
11/5/2023,2593.817647
11/6/2023,4285.738103
11/7/2023,3865.142598
11/8/2023,8858.859076
11/9/2023,5833.167699
11/10/2023,9131.266841
11/11/2023,11020.31389
11/12/2023,3603.768832
11/13/2023,7103.455985
11/14/2023,8532.441101
11/15/2023,12664.89642
11/16/2023,5515.297794
11/17/2023,5825.002182
11/18/2023,8979.057253
11/19/2023,9451.662079
11/20/2023,2813.73572
11/21/2023,9179.894452
11/22/2023,1852.500505
11/23/2023,4983.169568
11/24/2023,5455.114939
11/25/2023,2695.24515
11/26/2023,3212.258393
11/27/2023,5698.907242
11/28/2023,4778.856628
11/29/2023,9501.839746
11/30/2023,14023.15919
12/1/2023,3251.766497
12/2/2023,11627.71689
12/3/2023,11190.78415
12/4/2023,3766.561971
12/5/2023,2793.428743
12/6/2023,4695.311651
12/7/2023,6774.10924
12/8/2023,3897.766361
12/9/2023,5006.858095
12/10/2023,4523.436104
12/11/2023,8482.690741
12/12/2023,8622.29602
12/13/2023,2429.27689
12/14/2023,6359.472194
12/15/2023,13604.94243
12/16/2023,9451.725767
12/17/2023,5544.246214
12/18/2023,7698.950594
12/19/2023,7870.16357
12/20/2023,6347.456561
12/21/2023,4386.696432
12/22/2023,5312.144004
12/23/2023,2986.992746
12/24/2023,10072.66523
12/25/2023,6775.703049
12/26/2023,8162.376647
12/27/2023,6967.327029
12/28/2023,5680.603456
12/29/2023,4967.037725
12/30/2023,9066.847946
12/31/2023,9167.475121
1/1/2022,8789.094118
1/2/2022,8275.779481
1/3/2022,4231.108533
1/4/2022,2439.972031
1/5/2022,5323.677155
1/6/2022,6846.276891
1/7/2022,5007.678229
1/8/2022,3037.920429
1/9/2022,11477.06746
1/10/2022,5209.346491
1/11/2022,2469.507004
1/12/2022,3465.979516
1/13/2022,6616.740001
1/14/2022,4945.292927
1/15/2022,4775.114287
1/16/2022,3411.324555
1/17/2022,8250.430331
1/18/2022,4667.340615
1/19/2022,5276.799559
1/20/2022,2917.843844
1/21/2022,6988.207574
1/22/2022,4857.560431
1/23/2022,4252.115992
1/24/2022,3026.840059
1/25/2022,4234.406797
1/26/2022,2758.26715
1/27/2022,5335.961872
1/28/2022,4439.231314
1/29/2022,3017.124912
1/30/2022,17269.59007
1/31/2022,7115.802437
2/1/2022,10272.04822
2/2/2022,2511.489526
2/3/2022,2503.823462
2/4/2022,5062.613387
2/5/2022,6438.476462
2/6/2022,5579.022921
2/7/2022,5842.47547
2/8/2022,9192.036858
2/9/2022,6505.124472
2/10/2022,4729.211268
2/11/2022,7395.851489
2/12/2022,5165.237271
2/13/2022,6783.125222
2/14/2022,4621.874365
2/15/2022,10767.00731
2/16/2022,6998.97437
2/17/2022,4545.055302
2/18/2022,8973.866532
2/19/2022,5601.887824
2/20/2022,7642.600049
2/21/2022,6148.927213
2/22/2022,8338.099157
2/23/2022,10034.21336
2/24/2022,9932.367051
2/25/2022,5888.685521
2/26/2022,10763.63528
2/27/2022,10797.38793
2/28/2022,8422.14159
3/1/2022,8774.179123
3/2/2022,4222.021168
3/3/2022,7049.143234
3/4/2022,5755.076763
3/5/2022,3075.066721
3/6/2022,8256.8347
3/7/2022,5317.367401
3/8/2022,9985.392184
3/9/2022,7584.300692
3/10/2022,2591.720917
3/11/2022,5146.634287
3/12/2022,10421.70599
3/13/2022,9086.801249
3/14/2022,3163.954048
3/15/2022,11245.19389
3/16/2022,3508.999848
3/17/2022,2425.220292
3/18/2022,7461.471896
3/19/2022,6794.411134
3/20/2022,6124.916778
3/21/2022,5131.944552
3/22/2022,2565.73837
3/23/2022,6429.853028
3/24/2022,6651.518296
3/25/2022,6433.031736
3/26/2022,5967.934169
3/27/2022,10171.95549
3/28/2022,7656.465782
3/29/2022,5322.702725
3/30/2022,8535.549358
3/31/2022,5827.547545
4/1/2022,3670.569338
4/2/2022,11877.35072
4/3/2022,5635.490344
4/4/2022,6014.269998
4/5/2022,6250.925999
4/6/2022,5497.623031
4/7/2022,8110.763266
4/8/2022,4179.17434
4/9/2022,3149.385937
4/10/2022,3052.985115
4/11/2022,4957.969917
4/12/2022,7847.050126
4/13/2022,10100.90047
4/14/2022,4013.993902
4/15/2022,9441.635711
4/16/2022,7829.569384
4/17/2022,6673.855547
4/18/2022,5447.760319
4/19/2022,3666.478877
4/20/2022,5435.582378
4/21/2022,8154.106937
4/22/2022,3565.575011
4/23/2022,6510.43578
4/24/2022,9042.396105
4/25/2022,4532.325495
4/26/2022,8921.008051
4/27/2022,6330.752049
4/28/2022,9179.889011
4/29/2022,4821.984912
4/30/2022,9960.354971
5/1/2022,13851.83655
5/2/2022,6788.9164
5/3/2022,4663.970829
5/4/2022,6899.544006
5/5/2022,2782.924637
5/6/2022,8883.860586
5/7/2022,4409.338254
5/8/2022,9640.213383
5/9/2022,9639.484516
5/10/2022,2866.110082
5/11/2022,4182.861653
5/12/2022,4117.948904
5/13/2022,5251.436542
5/14/2022,7309.263269
5/15/2022,12030.8673
5/16/2022,5066.038782
5/17/2022,6121.501642
5/18/2022,8099.160997
5/19/2022,10123.89955
5/20/2022,6211.865524
5/21/2022,4879.496535
5/22/2022,5834.385214
5/23/2022,6627.611263
5/24/2022,5392.84195
5/25/2022,5605.534715
5/26/2022,8561.944176
5/27/2022,6605.43802
5/28/2022,7173.934348
5/29/2022,7149.230435
5/30/2022,13263.85174
5/31/2022,2952.670626
6/1/2022,3673.88089
6/2/2022,3598.08991
6/3/2022,3975.843417
6/4/2022,4905.008977
6/5/2022,6960.850461
6/6/2022,8593.919555
6/7/2022,6513.80598
6/8/2022,6305.206651
6/9/2022,8392.106182
6/10/2022,5047.043379
6/11/2022,9380.410522
6/12/2022,9408.16658
6/13/2022,4279.775728
6/14/2022,3073.988698
6/15/2022,11282.34549
6/16/2022,4812.809846
6/17/2022,2213.732343
6/18/2022,6188.199625
6/19/2022,3193.469903
6/20/2022,3236.63165
6/21/2022,3650.878168
6/22/2022,8129.923897
6/23/2022,5233.048696
6/24/2022,7131.770631
6/25/2022,4146.9512
6/26/2022,9821.419656
6/27/2022,4000.440493
6/28/2022,6520.815479
6/29/2022,4398.857686
6/30/2022,4892.153616
7/1/2022,11443.1347
7/2/2022,7796.543066
7/3/2022,10848.01499
7/4/2022,9553.299316
7/5/2022,2415.588906
7/6/2022,8429.691048
7/7/2022,9085.285887
7/8/2022,4638.04759
7/9/2022,3848.226527
7/10/2022,3454.077242
7/11/2022,7649.096712
7/12/2022,4288.473587
7/13/2022,7431.70075
7/14/2022,3241.425529
7/15/2022,6429.312821
7/16/2022,6039.591723
7/17/2022,8922.598631
7/18/2022,7891.094784
7/19/2022,6472.802383
7/20/2022,8127.336114
7/21/2022,4977.695649
7/22/2022,5825.28928
7/23/2022,2792.907763
7/24/2022,10959.52403
7/25/2022,8459.150292
7/26/2022,7364.143821
7/27/2022,5284.10624
7/28/2022,8552.424464
7/29/2022,4252.12858
7/30/2022,15474.45147
7/31/2022,4861.66515
8/1/2022,6322.255155
8/2/2022,6364.59425
8/3/2022,8968.337904
8/4/2022,5209.154658
8/5/2022,7792.409261
8/6/2022,3504.179522
8/7/2022,10584.38176
8/8/2022,3446.432875
8/9/2022,3235.285949
8/10/2022,2496.838239
8/11/2022,5206.318206
8/12/2022,8049.407214
8/13/2022,11221.1972
8/14/2022,4336.823369
8/15/2022,13545.51946
8/16/2022,7222.435383
8/17/2022,2546.843768
8/18/2022,9551.911209
8/19/2022,2320.341567
8/20/2022,5628.388363
8/21/2022,9557.343841
8/22/2022,6960.199187
8/23/2022,2280.086304
8/24/2022,5483.938722
8/25/2022,6589.190861
8/26/2022,7515.066877
8/27/2022,2674.797107
8/28/2022,10052.19379
8/29/2022,8969.313934
8/30/2022,4600.700241
8/31/2022,3758.069926
9/1/2022,12284.95683
9/2/2022,2658.351477
9/3/2022,10859.65533
9/4/2022,6435.460484
9/5/2022,8543.497295
9/6/2022,7747.940155
9/7/2022,2738.411608
9/8/2022,6122.474742
9/9/2022,6988.11655
9/10/2022,6073.632026
9/11/2022,8822.268836
9/12/2022,9446.709894
9/13/2022,7566.383869
9/14/2022,3365.688033
9/15/2022,3874.513142
9/16/2022,3097.573918
9/17/2022,6025.53564
9/18/2022,6434.903668
9/19/2022,2892.786375
9/20/2022,6864.248716
9/21/2022,6633.999062
9/22/2022,8014.593099
9/23/2022,8822.279245
9/24/2022,3010.692104
9/25/2022,9247.427188
9/26/2022,3700.749128
9/27/2022,5862.646523
9/28/2022,5004.542051
9/29/2022,2730.8016
9/30/2022,13207.67151
10/1/2022,10783.08557
10/2/2022,4768.382541
10/3/2022,6436.012002
10/4/2022,9757.696948
10/5/2022,5391.924402
10/6/2022,2967.838249
10/7/2022,8940.380389
10/8/2022,6037.956221
10/9/2022,4360.725938
10/10/2022,10305.36626
10/11/2022,2113.689402
10/12/2022,2066.793426
10/13/2022,3306.826862
10/14/2022,2943.679997
10/15/2022,9474.610604
10/16/2022,8791.429076
10/17/2022,8199.431994
10/18/2022,7651.277411
10/19/2022,7283.564816
10/20/2022,6698.680444
10/21/2022,2493.906886
10/22/2022,7846.524859
10/23/2022,12285.26008
10/24/2022,6220.750296
10/25/2022,6938.294247
10/26/2022,8985.839533
10/27/2022,6834.115084
10/28/2022,7660.486043
10/29/2022,12118.46812
10/30/2022,4197.679754
10/31/2022,9508.483589
11/1/2022,8683.296794
11/2/2022,2259.290064
11/3/2022,8233.052361
11/4/2022,3057.443007
11/5/2022,8996.011797
11/6/2022,2174.232631
11/7/2022,9653.705128
11/8/2022,6519.987102
11/9/2022,7663.246962
11/10/2022,4672.930607
11/11/2022,8771.460056
11/12/2022,9991.21476
11/13/2022,10382.69743
11/14/2022,5051.107847
11/15/2022,6365.854211
11/16/2022,4366.323248
11/17/2022,6850.532833
11/18/2022,6019.197778
11/19/2022,5495.439111
11/20/2022,10913.68613
11/21/2022,4669.309981
11/22/2022,7937.904915
11/23/2022,6875.120432
11/24/2022,2672.404423
11/25/2022,5670.568506
11/26/2022,11203.72849
11/27/2022,4349.58153
11/28/2022,4863.979474
11/29/2022,2907.960934
11/30/2022,15157.9852
12/1/2022,10096.61549
12/2/2022,8089.665828
12/3/2022,6246.515314
12/4/2022,4755.856599
12/5/2022,7719.935138
12/6/2022,8343.88707
12/7/2022,4673.40093
12/8/2022,7916.941009
12/9/2022,3192.185061
12/10/2022,7951.413864
12/11/2022,11678.92485
12/12/2022,9149.094178
12/13/2022,4585.52748
12/14/2022,4372.300922
12/15/2022,9751.746176
12/16/2022,4722.671153
12/17/2022,8226.107217
12/18/2022,9792.317524
12/19/2022,5668.273628
12/20/2022,9954.360676
12/21/2022,8604.885956
12/22/2022,8400.443297
12/23/2022,8524.973541
12/24/2022,3385.977883
12/25/2022,5954.710256
12/26/2022,6282.423698
12/27/2022,9070.460806
12/28/2022,2528.990262
12/29/2022,2269.929153
12/30/2022,7972.005988
12/31/2022,9355.910638
1/1/2023,6653.814489
1/2/2023,3870.815842
1/3/2023,9433.895076
1/4/2023,3377.652475
1/5/2023,2305.900266
1/6/2023,4293.287472
1/7/2023,7421.456804
1/8/2023,11075.69197
1/9/2023,10230.8994
1/10/2023,6352.577005
1/11/2023,3230.21568
1/12/2023,4804.830484
1/13/2023,6213.282864
1/14/2023,9375.418275
1/15/2023,6881.876024
1/16/2023,8785.008915
1/17/2023,8452.952671
1/18/2023,9049.352869
1/19/2023,4557.757852
1/20/2023,3487.687436
1/21/2023,4028.111846
1/22/2023,10055.50804
1/23/2023,2878.65775
1/24/2023,5648.055112
1/25/2023,4950.736737
1/26/2023,5399.634722
1/27/2023,3651.917077
1/28/2023,6719.007927
1/29/2023,3168.820888
1/30/2023,13108.55484
1/31/2023,8973.704804
2/1/2023,9953.329808
2/2/2023,9203.573271
2/3/2023,2806.212904
2/4/2023,5308.000004
2/5/2023,6308.659675
2/6/2023,7345.840711
2/7/2023,9208.67662
2/8/2023,2706.096607
2/9/2023,8952.201169
2/10/2023,8178.120892
2/11/2023,3292.043249
2/12/2023,10595.80974
2/13/2023,2505.956923
2/14/2023,9082.959993
2/15/2023,5360.715238
2/16/2023,8647.58181
2/17/2023,7752.297549
2/18/2023,8321.239424
2/19/2023,7920.020652
2/20/2023,8232.987181
2/21/2023,2225.750337
2/22/2023,7234.431324
2/23/2023,2646.978639
2/24/2023,9269.356177
2/25/2023,5281.727659
2/26/2023,11623.79492
2/27/2023,3800.131726
2/28/2023,5869.685402
3/1/2023,7848.626391
3/2/2023,5318.212917
3/3/2023,3268.943253
3/4/2023,11015.15111
3/5/2023,5096.411431
3/6/2023,2751.649444
3/7/2023,7188.977164
3/8/2023,7097.105163
3/9/2023,5757.778574
3/10/2023,5484.979069
3/11/2023,5032.215276
3/12/2023,6220.257807
3/13/2023,9544.197942
3/14/2023,4171.754389
3/15/2023,12900.15668
3/16/2023,2648.403616
3/17/2023,8618.370669
3/18/2023,7159.317806
3/19/2023,7008.03412
3/20/2023,6635.393256
3/21/2023,4951.435685
3/22/2023,2031.877567
3/23/2023,3323.303461
3/24/2023,8919.538281
3/25/2023,3283.453884
3/26/2023,7066.232292
3/27/2023,8364.98892
3/28/2023,4379.979862
3/29/2023,2567.857054
3/30/2023,5729.027001
3/31/2023,8978.237212
4/1/2023,14022.50866
4/2/2023,11436.21159
4/3/2023,9416.664636
4/4/2023,5035.804635
4/5/2023,9365.541921
4/6/2023,3099.100368
4/7/2023,6671.004368
4/8/2023,9852.826564
4/9/2023,11475.96249
4/10/2023,7962.560803
4/11/2023,9829.651365
4/12/2023,3227.108891
4/13/2023,3878.696841
4/14/2023,9019.62636
4/15/2023,10899.7246
4/16/2023,4116.03642
4/17/2023,2295.167977
4/18/2023,6646.808942
4/19/2023,6289.988988
4/20/2023,5134.896186
4/21/2023,3956.445413
4/22/2023,5966.137633
4/23/2023,11733.62444
4/24/2023,8935.588811
4/25/2023,1826.712019
4/26/2023,8189.224147
4/27/2023,7953.920592
4/28/2023,6671.669467
4/29/2023,11414.13161
4/30/2023,14429.72321
5/1/2023,7946.016663
5/2/2023,4558.765154
5/3/2023,3592.860671
5/4/2023,8447.693532
5/5/2023,8625.265991
5/6/2023,7338.380266
5/7/2023,4319.582921
5/8/2023,6796.560398
5/9/2023,9722.708986
5/10/2023,4646.237214
5/11/2023,7138.454236
5/12/2023,4905.823229
5/13/2023,8962.517265
5/14/2023,4374.830956
5/15/2023,14860.00845
5/16/2023,6583.601427
5/17/2023,8779.18394
5/18/2023,1947.081756
5/19/2023,5027.038216
5/20/2023,12022.58115
5/21/2023,8752.350246
5/22/2023,9669.185058
5/23/2023,4957.343328
5/24/2023,3795.810125
5/25/2023,4284.887417
5/26/2023,9715.079625
5/27/2023,10686.16581
5/28/2023,8911.285947
5/29/2023,4696.629934
5/30/2023,5967.684284
5/31/2023,7245.79478
6/1/2023,6440.020006
6/2/2023,7402.281157
6/3/2023,6131.420141
6/4/2023,6993.501825
6/5/2023,9160.019164
6/6/2023,9101.712575
6/7/2023,6348.34757
6/8/2023,8768.48925
6/9/2023,9156.055491
6/10/2023,10040.3604
6/11/2023,3949.687419
6/12/2023,8892.762484
6/13/2023,3935.077998
6/14/2023,4590.662131
6/15/2023,3752.308201
6/16/2023,9148.457884
6/17/2023,9170.202421
6/18/2023,12056.12417
6/19/2023,2599.950584
6/20/2023,7419.226173
6/21/2023,7301.993204
6/22/2023,9873.635175
6/23/2023,7364.75327
6/24/2023,3496.755743
6/25/2023,5359.950477
6/26/2023,3465.279866
6/27/2023,6761.038105
6/28/2023,8019.125432
6/29/2023,7192.523073
6/30/2023,5513.415921
7/1/2023,9464.169808
7/2/2023,10646.94828
7/3/2023,2306.828921
7/4/2023,5089.628359
7/5/2023,8911.020226
7/6/2023,6896.328397
7/7/2023,2319.735693
7/8/2023,4216.990659
7/9/2023,3178.770651
7/10/2023,2754.3534
7/11/2023,5226.944453
7/12/2023,9491.040055
7/13/2023,2887.866383
7/14/2023,4858.881221
7/15/2023,16536.84519
7/16/2023,4179.375271
7/17/2023,4095.740423
7/18/2023,3883.24228
7/19/2023,4264.246588
7/20/2023,3490.235142
7/21/2023,7063.702621
7/22/2023,8811.391387
7/23/2023,7635.986653
7/24/2023,8285.726442
7/25/2023,6095.983746
7/26/2023,5489.405215
7/27/2023,5894.627704
7/28/2023,7994.894014
7/29/2023,7139.514291
7/30/2023,7050.262281
7/31/2023,2540.804365
8/1/2023,13706.8057
8/2/2023,6184.219935
8/3/2023,6533.450337
8/4/2023,8032.754764
8/5/2023,3468.681875
8/6/2023,9791.439736
8/7/2023,10258.36799
8/8/2023,9674.89016
8/9/2023,3204.185999
8/10/2023,5046.368522
8/11/2023,7531.393246
8/12/2023,10612.82621
8/13/2023,10694.64765
8/14/2023,5029.804486
8/15/2023,14539.34367
8/16/2023,2600.099153
8/17/2023,5307.054192
8/18/2023,8793.20082
8/19/2023,7320.761911
8/20/2023,2807.750639
8/21/2023,7191.576088
8/22/2023,8322.593834
8/23/2023,5044.64232
8/24/2023,6728.934133
8/25/2023,8676.831665
8/26/2023,3808.928167
8/27/2023,8210.344697
8/28/2023,8222.092854
8/29/2023,6767.135785
8/30/2023,13697.39004
8/31/2023,5291.787671
9/1/2023,10137.96215
9/2/2023,2439.399728
9/3/2023,6005.052671
9/4/2023,7166.812863
9/5/2023,4828.782532
9/6/2023,9665.957632
9/7/2023,7393.579294
9/8/2023,8084.218191
9/9/2023,5437.031362
9/10/2023,2435.866081
9/11/2023,8304.054953
9/12/2023,4638.846569
9/13/2023,9226.182845
9/14/2023,3276.496643
9/15/2023,5434.885521
9/16/2023,12219.72364
9/17/2023,10333.82333
9/18/2023,4435.799413
9/19/2023,7100.554811
9/20/2023,3480.716598
9/21/2023,9805.969434
9/22/2023,8053.46033
9/23/2023,7844.388971
9/24/2023,10026.20582
9/25/2023,8141.972443
9/26/2023,4757.569398
9/27/2023,4939.649821
9/28/2023,8997.286217
9/29/2023,6186.948159
9/30/2023,6817.380556
10/1/2023,6896.176678
10/2/2023,3576.071045
10/3/2023,2832.031069
10/4/2023,7471.109772
10/5/2023,5340.506292
10/6/2023,6033.942278
10/7/2023,11097.07286
10/8/2023,2441.938095
10/9/2023,6098.043593
10/10/2023,3914.520378
10/11/2023,5973.880248
10/12/2023,4709.249004
10/13/2023,9256.49192
10/14/2023,10092.8702
10/15/2023,4717.069376
10/16/2023,4715.651043
10/17/2023,9066.258061
10/18/2023,9618.318587
10/19/2023,3960.379892
10/20/2023,7257.730986
10/21/2023,8713.907196
10/22/2023,2961.42993
10/23/2023,10189.57273
10/24/2023,2046.097207
10/25/2023,3230.371554
10/26/2023,7224.864808
10/27/2023,3585.390441
10/28/2023,10757.00497
10/29/2023,9872.624443
10/30/2023,10672.87856
10/31/2023,9211.475452
11/1/2023,7242.998019
11/2/2023,3753.698015
11/3/2023,7567.637898
11/4/2023,8426.75254
11/5/2023,2912.947573
11/6/2023,7892.485454
11/7/2023,8750.229763
11/8/2023,7396.772543
11/9/2023,4113.475926
11/10/2023,2866.738419
11/11/2023,6193.160966
11/12/2023,8521.53707
11/13/2023,4029.146908
11/14/2023,8277.187798
11/15/2023,10802.79111
11/16/2023,3245.293586
11/17/2023,4367.687045
11/18/2023,10674.91536
11/19/2023,10462.0333
11/20/2023,7230.585738
